G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"468.0","main.cluster index_upperinput":"468.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	21.8953	21.8953	0	N/A	N/A	36199973.90613265	4	468	12	4	424.3640	1	424.3640	36199973.90613265
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3919.0","main.cluster index_upperinput":"3919.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	9.6945	9.6945	0	N/A	N/A	32247066.667125024	1	3919	49	1	409.1970	1	409.1970	32247066.667125024
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5378.0","main.cluster index_upperinput":"5378.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	6.2304	6.2304	0	N/A	N/A	24557154.37521484	2	5378	205	2	195.0289	1	195.0289	24557154.37521484
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4433.0","main.cluster index_upperinput":"4433.0"}	This Node is a Singleton	N/A	N/A	N/A	9.8638	9.8638	0	N/A	N/A	9225078.47137489	1	4433	-1	1	348.1804	1	348.1804	9225078.47137489
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"469.0","main.cluster index_upperinput":"469.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=795&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	28.1440	28.1440	0	N/A	N/A	12760156.876249924	1	469	795	1	585.1826	1	585.1826	12760156.876249924
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1162.0","main.cluster index_upperinput":"1162.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=233&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	0.7186	0.7186	0	N/A	N/A	51749187.880419865	3	1162	233	3	498.9015	1	498.9015	51749187.880419865
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2089.0","main.cluster index_upperinput":"2089.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=53&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	4.1806	4.1806	0	N/A	N/A	8963536.603687411	1	2089	53	1	188.1646	1	188.1646	8963536.603687411
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"966.0","main.cluster index_upperinput":"966.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	16.1771	16.1771	0	N/A	N/A	4695423.786009998	4	966	6	4	183.1746	1	183.1746	4695423.786009998
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3920.0","main.cluster index_upperinput":"3920.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=113&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	26.2425	26.2425	0	N/A	N/A	30045206.0925002	1	3920	113	1	460.4000	1	460.4000	30045206.0925002
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3120.0","main.cluster index_upperinput":"3120.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=721&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	29.4807	29.4807	0	N/A	N/A	4241749.598515708	3	3120	721	3	429.3748	1	429.3748	4241749.598515708
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3706.0","main.cluster index_upperinput":"3706.0"}	This Node is a Singleton	N/A	N/A	N/A	10.1097	10.1097	0	N/A	N/A	44112560.97237401	1	3706	-1	1	703.2452	1	703.2452	44112560.97237401
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2590.0","main.cluster index_upperinput":"2590.0"}	This Node is a Singleton	N/A	N/A	N/A	5.5724	5.5724	0	N/A	N/A	4284425.178551775	2	2590	-1	2	399.1483	1	399.1483	4284425.178551775
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5379.0","main.cluster index_upperinput":"5379.0"}	This Node is a Singleton	N/A	N/A	N/A	12.1023	12.1023	0	N/A	N/A	4813968.403624913	1	5379	-1	1	376.1155	1	376.1155	4813968.403624913
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2799.0","main.cluster index_upperinput":"2799.0"}	This Node is a Singleton	N/A	N/A	N/A	19.8281	19.8281	0	N/A	N/A	8325816.201581879	4	2799	-1	4	370.3320	1	370.3320	8325816.201581879
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4434.0","main.cluster index_upperinput":"4434.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=609&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	7.0049	7.0049	0	N/A	N/A	11041633.89745503	2	4434	609	2	437.1557	1	437.1557	11041633.89745503
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6082.0","main.cluster index_upperinput":"6082.0"}	This Node is a Singleton	N/A	N/A	N/A	3.1788	3.1788	0	N/A	N/A	2124061.7192499917	1	6082	-1	1	341.1688	1	341.1688	2124061.7192499917
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3592.0","main.cluster index_upperinput":"3592.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=183&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	5.1008	5.1008	0	N/A	N/A	103493078.71651311	3	3592	183	3	416.2852	1	416.2852	103493078.71651311
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"470.0","main.cluster index_upperinput":"470.0"}	This Node is a Singleton	1S/C24H25N5O4/c1-6-22(2,3)23-12-19(32-4)21(31)28-18(11-15-13-25-14-26-15)20(30)27-24(23,28)29(33-5)17-10-8-7-9-16(17)23/h6-14H,1H2,2-5H3,(H,25,26)(H,27,30)/b18-11+/t23-,24-/m0/s1	Massbank:AC000744 Oxaline	0.7876920000000001	10.4284	10.4284	0	CC(C)(C=C)[C@@]12C=C(C(=O)N\3[C@]1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)OC)OC	CCMSLIB00005727418	7402439.726937467	1	470	-1	1	448.1981	1	448.1981	7402439.726937467
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5380.0","main.cluster index_upperinput":"5380.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0764	2.0764	0	N/A	N/A	5200855.121687489	1	5380	-1	1	252.0900	1	252.0900	5200855.121687489
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2910.0","main.cluster index_upperinput":"2910.0"}	This Node is a Singleton	N/A	N/A	N/A	20.5093	20.5093	0	N/A	N/A	5262452.330312589	2	2910	-1	2	364.2830	1	364.2830	5262452.330312589
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2090.0","main.cluster index_upperinput":"2090.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=127&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	1.9883	1.9883	0	N/A	N/A	11097812.612625014	1	2090	127	1	195.0289	1	195.0289	11097812.612625014
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3121.0","main.cluster index_upperinput":"3121.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=427&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	32.8003	32.8003	0	N/A	N/A	4557541.179375309	1	3121	427	1	592.5345	1	592.5345	4557541.179375309
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1579.0","main.cluster index_upperinput":"1579.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=286&task=66703c9eef3c4eef8917db72142f5953&show=true	1S/C12H23NO/c1-2-3-4-5-6-7-10-13-11-8-9-12(13)14/h2-11H2,1H3	Massbank:KW104403 N-(n-octyl)-2-pyrrolidinone	0.953418	15.7180	15.7180	0	CCCCCCCCN1CCCC1=O	CCMSLIB00005750246	23472665.086828552	4	1579	286	4	198.1854	1	198.1854	23472665.086828552
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1163.0","main.cluster index_upperinput":"1163.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	14.5590	14.5590	0	N/A	N/A	71200130.92688933	4	1163	36	4	272.2220	1	272.2220	71200130.92688933
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2591.0","main.cluster index_upperinput":"2591.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	26.6153	26.6153	0	N/A	N/A	26305147.086289138	3	2591	58	3	670.5482	1	670.5482	26305147.086289138
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3921.0","main.cluster index_upperinput":"3921.0"}	This Node is a Singleton	N/A	N/A	N/A	28.1724	28.1724	0	N/A	N/A	35694417.060341716	2	3921	-1	2	511.3985	1	511.3985	35694417.060341716
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2800.0","main.cluster index_upperinput":"2800.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=154&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	8.9399	8.9399	0	N/A	N/A	4005100.711828154	2	2800	154	2	245.0808	1	245.0808	4005100.711828154
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3707.0","main.cluster index_upperinput":"3707.0"}	This Node is a Singleton	N/A	N/A	N/A	8.0572	8.0572	0	N/A	N/A	51174831.09298452	3	3707	-1	3	327.0839	1	327.0839	51174831.09298452
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1164.0","main.cluster index_upperinput":"1164.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=177&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	28.6245	28.6245	0	N/A	N/A	133647648.30962878	4	1164	177	4	406.3309	1	406.3309	133647648.30962878
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4435.0","main.cluster index_upperinput":"4435.0"}	This Node is a Singleton	N/A	N/A	N/A	10.2389	10.2389	0	N/A	N/A	9689017.161374986	1	4435	-1	1	404.1684	1	404.1684	9689017.161374986
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5381.0","main.cluster index_upperinput":"5381.0"}	This Node is a Singleton	N/A	N/A	N/A	6.5726	6.5726	0	N/A	N/A	10067250.00779982	2	5381	-1	2	382.1499	1	382.1499	10067250.00779982
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"967.0","main.cluster index_upperinput":"967.0"}	This Node is a Singleton	N/A	N/A	N/A	18.1592	18.1592	0	N/A	N/A	12202251.874511708	4	967	-1	4	319.2251	1	319.2251	12202251.874511708
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2592.0","main.cluster index_upperinput":"2592.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	8.3013	8.3013	0	N/A	N/A	5095065.4636875335	1	2592	95	1	272.1856	1	272.1856	5095065.4636875335
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2911.0","main.cluster index_upperinput":"2911.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=46&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	2.6949	2.6949	0	N/A	N/A	5754285.436125722	3	2911	46	3	215.1028	1	215.1028	5754285.436125722
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3593.0","main.cluster index_upperinput":"3593.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0948	5.0948	0	N/A	N/A	96986571.00889003	3	3593	-1	3	393.2089	1	393.2089	96986571.00889003
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2091.0","main.cluster index_upperinput":"2091.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=413&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	27.9534	27.9534	0	N/A	N/A	34761944.73290995	4	2091	413	4	392.3742	1	392.3742	34761944.73290995
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"364.0","main.cluster index_upperinput":"364.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=295&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	8.5898	8.5898	0	N/A	N/A	26881608.565991133	4	364	295	4	218.2116	1	218.2116	26881608.565991133
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1165.0","main.cluster index_upperinput":"1165.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=289&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	30.2192	30.2192	0	N/A	N/A	127993436.97589773	4	1165	289	4	340.3585	1	340.3585	127993436.97589773
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6083.0","main.cluster index_upperinput":"6083.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=184&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	2.1452	2.1452	0	N/A	N/A	2661550.878288096	4	6083	184	4	247.0310	1	247.0310	2661550.878288096
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3122.0","main.cluster index_upperinput":"3122.0"}	This Node is a Singleton	N/A	N/A	N/A	15.0148	15.0148	0	N/A	N/A	8590039.110303206	4	3122	-1	4	294.2405	1	294.2405	8590039.110303206
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5382.0","main.cluster index_upperinput":"5382.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	5.2423	5.2423	0	N/A	N/A	2997850.791999967	1	5382	11	1	476.2704	1	476.2704	2997850.791999967
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1580.0","main.cluster index_upperinput":"1580.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=46&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	3.8372	3.8372	0	N/A	N/A	17393544.143820286	3	1580	46	3	209.1283	1	209.1283	17393544.143820286
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"471.0","main.cluster index_upperinput":"471.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=131&task=66703c9eef3c4eef8917db72142f5953&show=true	1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3	Massbank:EQ367303 Dimethyl-phthalate|Dimethyl phthalate|Dimethyl benzene-1,2-dicarboxylate	0.956578	10.4923	10.4923	0	COC(=O)C1=CC=CC=C1C(=O)OC	CCMSLIB00005736206	24676120.9264453	4	471	131	4	195.0653	1	195.0653	24676120.9264453
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2801.0","main.cluster index_upperinput":"2801.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	22.0173	22.0173	0	N/A	N/A	14626901.597031446	4	2801	5	4	399.3959	1	399.3959	14626901.597031446
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2092.0","main.cluster index_upperinput":"2092.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	27.6437	27.6437	0	N/A	N/A	843894031.0993062	3	2092	67	3	770.6012	1	770.6012	843894031.0993062
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3708.0","main.cluster index_upperinput":"3708.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=204&task=66703c9eef3c4eef8917db72142f5953&show=true	InChI=1S/C20H42O11/c21-1-3-23-5-7-25-9-11-27-13-15-29-17-19-31-20-18-30-16-14-28-12-10-26-8-6-24-4-2-22/h21-22H,1-20H2	Spectral Match to Decaethylene glycol from NIST14	0.956305	5.9162	5.9162	0	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	CCMSLIB00003137675	38723025.307093486	2	3708	204	2	459.2799	1	459.2799	38723025.307093486
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3922.0","main.cluster index_upperinput":"3922.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=248&task=66703c9eef3c4eef8917db72142f5953&show=true	InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)	1-methylxanthine	0.705795	10.4787	10.4787	0	CN1C(=O)C2=C(NC1=O)N=CN2	CCMSLIB00004679243	24445852.189163376	4	3922	248	4	167.0702	1	167.0702	24445852.189163376
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1166.0","main.cluster index_upperinput":"1166.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=491&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	22.9975	22.9975	0	N/A	N/A	133521173.37609424	4	1166	491	4	392.3185	1	392.3185	133521173.37609424
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"472.0","main.cluster index_upperinput":"472.0"}	This Node is a Singleton	N/A	N/A	N/A	23.2405	23.2405	0	N/A	N/A	76095319.3202295	4	472	-1	4	746.5643	1	746.5643	76095319.3202295
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3594.0","main.cluster index_upperinput":"3594.0"}	This Node is a Singleton	N/A	N/A	N/A	29.5935	29.5935	0	N/A	N/A	115736133.51250173	3	3594	-1	3	469.3883	1	469.3883	115736133.51250173
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4436.0","main.cluster index_upperinput":"4436.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=724&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	2.8776	2.8776	0	N/A	N/A	11805043.05005246	4	4436	724	4	127.0755	1	127.0755	11805043.05005246
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"365.0","main.cluster index_upperinput":"365.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	7.6708	7.6708	0	N/A	N/A	11047541.328503707	2	365	13	2	713.4717	2	357.2359	11047541.328503707
